Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,2025482564,143831899,0.850,791,160.407,0.000,88455,130045,OFN_+250v_a L21-200000 pg/uL Split 250-1 (800 pg on Col) BT-PV1 1D
Perfluoronaphthalene,Unknown,1637046242,116069847,0.796,822,160.422,0.000,13846,120946,OFN_+250v_a L21-200000 pg/uL Split 250-1 (800 pg on Col) BT-PV1 1D
