Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,225868465,17544991,0.711,845,160.399,0.000,31789,30842,OFN_+250v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D:2
OFN,Target,277572485,21560426,0.785,821,160.407,0.000,21225,27909,OFN_+250v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D:2
