Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,7226870,567283,0.775,766,160.407,0.000,884,834,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,5981039,469202,0.697,882,160.422,0.000,1138,976,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:3
