Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,267845,19790,0.757,626,160.397,0.000,52,48,OFN_+250v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:3
OFN,Target,329663,24494,0.876,512,160.407,0.000,44,40,OFN_+250v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:3
