Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,163367,14227,0.743,647,160.395,0.000,46,4,OFN_+250v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:5
OFN,Target,326935,23077,0.870,436,160.407,0.000,41,36,OFN_+250v_a L9-20 pg/uL Split 250-1 (80 fg on Col) BT-PV1 1D:5
