Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,7420626,584166,0.776,794,160.407,0.000,953,904,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,6110169,481996,0.698,864,160.41,0.000,1365,1146,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:2
