Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,5916788,466392,0.698,843,160.406,0.000,1204,1101,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:5
OFN,Target,7183905,564612,0.777,762,160.407,0.000,874,838,OFN_+250v_a L13-500 pg/uL Split 250-1 (2 pg on Col) BT-PV1 1D:5
