Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,144170,10197,0.705,539,160.339,0.000,28,27,OFN_+250v_a L8-10 pg/uL Split 250-1 (40 fg on Col) BT-PV1 1D
OFN,Target,200673,12968,0.929,326,160.348,0.000,22,25,OFN_+250v_a L8-10 pg/uL Split 250-1 (40 fg on Col) BT-PV1 1D
