Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,29994,2594,0.394,283,160.466,0.000,4,4,OFN_+250v_a L5-1 pg/uL Split 250-1 (4 fg on Col) BT-PV1 1D
