Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,2916550,225548,0.788,677,160.407,0.000,354,368,OFN_+250v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:5
Perfluoronaphthalene,Unknown,2419166,187252,0.708,846,160.417,0.000,508,444,OFN_+250v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:5
