Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,2052576573,146211172,0.848,810,160.407,0.000,87259,148449,OFN_+250v_a L21-200000 pg/uL Split 250-1 (800 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,1665567099,118370780,0.795,833,160.412,0.000,37071,142312,OFN_+250v_a L21-200000 pg/uL Split 250-1 (800 pg on Col) BT-PV1 1D:2
