Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,180424,13185,0.951,348,160.407,0.000,23,24,OFN_+250v_a L8-10 pg/uL Split 250-1 (40 fg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,414300,57647,0.689,107,160.425,0.000,27,2,OFN_+250v_a L8-10 pg/uL Split 250-1 (40 fg on Col) BT-PV1 1D:3
