Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,144830565,11452815,0.773,823,160.348,0.000,11807,15979,OFN_+250v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,117582742,9302192,0.696,845,160.373,0.000,22737,19080,OFN_+250v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:2
