Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,791897,60174,0.804,632,160.407,0.000,110,100,OFN_+250v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:3
Perfluoronaphthalene,Unknown,651227,49357,0.708,735,160.418,0.000,136,118,OFN_+250v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:3
