Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,1233471,99485,0.676,774,160.39,0.000,271,244,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:3
OFN,Target,1517975,122122,0.770,583,160.407,0.000,205,193,OFN_+250v_a L11-100 pg/uL Split 250-1 (400 fg on Col) BT-PV1 1D:3
