Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,116545547,9153155,0.701,846,160.394,0.000,9384,18015,OFN_+250v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:5
OFN,Target,143097966,11239842,0.778,827,160.407,0.000,13203,15503,OFN_+250v_a L17-10000 pg/uL Split 250-1 (40 pg on Col) BT-PV1 1D:5
