Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,60666796,4789270,0.697,858,160.394,0.000,5641,9058,OFN_+250v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:5
OFN,Target,73391932,5792923,0.774,823,160.407,0.000,7709,7307,OFN_+250v_a L16-5000 pg/uL Split 250-1 (20 pg on Col) BT-PV1 1D:5
