Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,23341416,1847394,0.696,876,160.403,0.000,4206,3602,OFN_+250v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:4
OFN,Target,28817202,2280312,0.774,816,160.407,0.000,3183,3155,OFN_+250v_a L15-2000 pg/uL Split 250-1 (8 pg on Col) BT-PV1 1D:4
