Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,911898829,67739548,0.754,837,160.39,0.000,31743,89961,OFN_+250v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D
OFN,Target,1136524674,84389610,0.814,804,160.407,0.000,70912,69545,OFN_+250v_a L20-100000 pg/uL Split 250-1 (400 pg on Col) BT-PV1 1D
