Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,632764,51446,0.682,696,160.397,0.000,134,121,OFN_+250v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:5
OFN,Target,764979,62206,0.786,555,160.407,0.000,108,102,OFN_+250v_a L10-50 pg/uL Split 250-1 (200 fg on Col) BT-PV1 1D:5
