Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
OFN,Target,2948773,230717,0.782,690,160.407,0.000,338,315,OFN_+250v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:2
Perfluoronaphthalene,Unknown,2427928,191033,0.699,823,160.422,0.000,504,437,OFN_+250v_a L12-200 pg/uL Split 250-1 (800 fg on Col) BT-PV1 1D:2
