Name,Type,Area,Height,FWHH (s),Similarity,1st Dimension Time (s),2nd Dimension Time (s),Peak S/N,Quant S/N,Sample
Perfluoronaphthalene,Unknown,226578804,17582422,0.714,843,160.398,0.000,25535,30993,OFN_+250v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D
OFN,Target,278337638,21598111,0.786,827,160.407,0.000,21085,27976,OFN_+250v_a L18-20000 pg/uL Split 250-1 (80 pg on Col) BT-PV1 1D
